,tweets
198,"Best Actress in a Motion Picture - Drama goes to ... Julianne Moore, #StillAlice http://t.co/4XFRFo9OQR #GoldenGlobes"
199,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
200,RT @HuffPostEnt: Best actress in a drama motion picture goes to Julianne Moore for Still Alice #GoldenGlobes
201,"RT @HuffingtonPost: Best Actress in a Motion Picture, Drama goes to Julianne Moore in Still Alice #GoldenGlobes"
202,"Best Actress in a Motion Picture, Drama, goes to Julianne Moore for STILL ALICE #GoldenGlobes #ItsStageTalk"
203,"Best Actress in a Motion Picture - Drama goes to ... Julianne Moore, #StillAlice http://t.co/WC2xAoqBSl #GoldenGlobes via @newscomauHQ"
204,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
205,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
206,"RT @HuffingtonPost: Best Actress in a Motion Picture, Drama goes to Julianne Moore in Still Alice #GoldenGlobes"
207,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
208,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
209,"“@eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/fgQFh5mfNd”"
210,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
211,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
212,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
213,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
214,"Great MOVIE, a must see! “@outmagazine: #JulianneMoore wins best actress in a motion picture (drama) for #StillAlice! #GoldenGlobes”"
215,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
216,"Yay!!!  RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/5nxC2iT8aS"
217,"RT @HuffingtonPost: Best Actress in a Motion Picture, Drama goes to Julianne Moore in Still Alice #GoldenGlobes"
218,Julianne Moore wins Best Actress in a Motion Picture - Drama for Still Alice #GoldenGlobes
219,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
220,Julianne Moore wins for best actress in a motion picture drama: http://t.co/HJstN7SkxX  #GoldenGlobes http://t.co/zhLp1qv0yh
221,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
222,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
223,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
224,"Best Actress in a Motion Picture, Drama, goes to Julianne Moore for Still Alice. #GoldenGlobes http://t.co/sthRVHk9DQ"
225,"Best Actress - Motion Picture, Drama goes to Julianne Moore for ""Still Alice."" #GoldenGlobes"
226,"Best Actress in a Motion Picture Drama goes to @_juliannemoore for #StillAlice. We haven't seen it yet, but it looks amazing! #GoldenGlobes"
227,RT @HuffPostEnt: Best actress in a drama motion picture goes to Julianne Moore for Still Alice #GoldenGlobes
228,Winner for Best Actress in a Motion Picture - Drama - Julianne Moore (@_juliannemoore) - Still Alice - #GoldenGlobes #StillAlice
229,"RT @KNXDavid: Julianne Moore wins best actress in a motion picture drama for ""Still Alice"". 1st win for the film. #GoldenGlobes @KNX1070"
230,#GoldenGlobes Best actress - motion picture - drama goes to... Julianne Moore #StillAlice
231,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
232,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
233,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
234,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
235,"RT @CineplexMovies: Best Actress in a Motion Picture, Drama goes to... JULIANNE MOORE for STILL ALICE #GoldenGlobes"
236,Winner Best Actress in a motion picture-Drama #JulianneMoore #StillAlice  #GoldenGlobes
